REDsignal,IRsignal,synced
0.9418899536132812,0.5647573471069336,0
0.9635805130004882,0.5453716278076172,0
0.9635805130004882,0.5499361038208007,0
0.9557424545288086,0.5432676315307617,0
0.9565349578857422,0.5564569473266602,0
0.9415958404541015,0.5564569473266602,0
0.9547101974487304,0.5517751693725585,0
0.9407529830932617,0.5517751693725585,0
0.9532030105590820,0.5469160079956055,0
0.9783187866210937,0.5469160079956055,0
0.9584867477416992,0.5611587524414062,0
0.9398077011108398,0.5611587524414062,0
0.9457191467285155,0.5510267257690430,0
0.9614679336547851,0.5510267257690430,0
0.9607801437377930,0.5614562988281250,0
0.9475650787353516,0.5614562988281250,0
0.9617626190185546,0.5595399856567382,0
0.9490659713745117,0.5595399856567382,0
0.9623674392700194,0.5561336517333985,0
0.9877658843994140,0.5561336517333985,0
0.9681163787841797,0.5710000991821289,0
0.9496742248535156,0.5710000991821289,0
0.9553848266601562,0.5604383468627929,0
0.9706689834594726,0.5604383468627929,0
0.9693071365356445,0.5696285247802734,0
0.9553487777709960,0.5696285247802734,0
0.9687269210815429,0.5663635253906250,0
0.9553836822509765,0.5663635253906250,0
0.9678926467895508,0.5617361068725586,0
0.9923904418945312,0.5617361068725586,0
0.9723489761352538,0.5754140853881836,0
0.9751338958740234,0.5754140853881836,0
0.9589296340942383,0.5643367767333984,0
0.9740158081054687,0.5643367767333984,0
0.9725486755371093,0.5734056472778321,0
0.9586252212524413,0.5734056472778321,0
0.9717784881591797,0.5699552536010742,0
0.9586732864379882,0.5699552536010742,0
0.9713190078735351,0.5652076721191406,0
0.9956502914428711,0.5652076721191406,0
0.9754079818725585,0.5786579132080077,0
0.9565292358398437,0.5786579132080077,0
0.9619628906250000,0.5670564651489257,0
0.9768676757812500,0.5670564651489257,0
0.9749708175659180,0.5756647109985351,0
0.9607669830322265,0.5756647109985351,0
0.9737022399902343,0.5715711593627929,0
0.9603097915649413,0.5715711593627929,0
0.9727157592773437,0.5662239074707031,0
0.9968679428100585,0.5662239074707031,0
0.9763481140136718,0.5794097900390625,0
0.9573921203613280,0.5794097900390625,0
0.9626615524291992,0.5674592971801757,0
0.9776069641113281,0.5674592971801757,0
0.9755533218383788,0.5759078979492187,0
0.9612098693847656,0.5759078979492187,0
0.9740461349487304,0.5719453811645507,0
0.9607755661010742,0.5719453811645507,0
0.9734041213989257,0.5666461944580078,0
0.9975740432739257,0.5666461944580078,0
0.9770370483398437,0.5801210403442383,0
0.9581926345825195,0.5801210403442383,0
0.9636182785034180,0.5682952880859374,0
0.9786203384399413,0.5682952880859374,0
0.9763853073120117,0.5768142700195312,0
0.9620544433593750,0.5768142700195312,0
0.9748495101928710,0.5728431701660156,0
0.9616413116455078,0.5728431701660156,0
0.9743122100830077,0.5675319671630860,0
0.9986051559448241,0.5675319671630860,0
0.9777877807617187,0.5813615798950195,0
0.9590589523315429,0.5813615798950195,0
0.9647232055664062,0.5696125030517578,0
0.9801326751708984,0.5696125030517578,0
0.9781265258789062,0.5785383224487305,0
0.9648788452148437,0.5785383224487305,0
0.9766622543334961,0.5730937957763672,0
0.9630838394165039,0.5730937957763672,0
0.9753822326660155,0.5684120178222656,0
0.9994371414184570,0.5684120178222656,0
0.9797647476196288,0.5826370239257812,0
0.9610107421874999,0.5826370239257812,0
0.9666046142578124,0.5712255477905274,0
0.9816530227661132,0.5712255477905274,0
0.9794689178466797,0.5791414260864257,0
0.9652359008789062,0.5791414260864257,0
0.9777357101440429,0.5753482818603516,0
0.9644514083862304,0.5753482818603516,0
0.9774982452392578,0.5694030761718750,0
1.0016092300415038,0.5694030761718750,0
0.9802968978881835,0.5838518142700195,0
0.9621145248413085,0.5838518142700195,0
0.9678199768066406,0.5723962783813477,0
0.9825788497924804,0.5723962783813477,0
0.9808799743652343,0.5812820434570313,0
0.9665571212768554,0.5812820434570313,0
0.9791152954101562,0.5764360427856445,0
0.9657560348510742,0.5764360427856445,0
0.9793876647949218,0.5706356048583984,0
1.0028560638427735,0.5706356048583984,0
0.9817880630493163,0.5852525711059570,0
0.9635879516601562,0.5852525711059570,0
0.9692241668701171,0.5736957550048828,0
0.9841100692749023,0.5736957550048828,0
0.9822395324707031,0.5828659057617187,0
0.9678159713745117,0.5828659057617187,0
0.9804428100585937,0.5776130676269531,0
0.9670480728149413,0.5776130676269531,0
0.9806756973266602,0.5719642639160156,0
1.0043621063232422,0.5719642639160156,0
0.9831779479980468,0.5865600585937499,0
0.9648593902587890,0.5865600585937499,0
0.9706272125244140,0.5750581741333007,0
0.9855869293212890,0.5750581741333007,0
0.9836523056030273,0.5842363357543945,0
0.9692464828491211,0.5842363357543945,0
0.9818567276000976,0.5791557312011718,0
0.9684362411499023,0.5791557312011718,0
0.9821542739868163,0.5732357025146484,0
1.0058481216430664,0.5732357025146484,0
0.9844820022583007,0.5880117416381836,0
0.9662429809570312,0.5880117416381836,0
0.9719427108764648,0.5763542175292968,0
0.9869316101074218,0.5763542175292968,0
0.9848281860351562,0.5853784561157226,0
0.9702438354492187,0.5853784561157226,0
0.9824758529663086,0.5799310684204101,0
0.9687337875366211,0.5799310684204101,0
0.9822057723999023,0.5730382919311523,0
1.0051906585693360,0.5730382919311523,0
0.9827596664428710,0.5859884262084961,0
0.9634059906005858,0.5859884262084961,0
0.9677799224853515,0.5716220855712890,0
0.9810270309448241,0.5716220855712890,0
0.9769420623779297,0.5770557403564452,0
0.9602497100830077,0.5770557403564452,0
0.9699142456054687,0.5669351577758789,0
0.9538192749023438,0.5669351577758789,0
0.9652530670166015,0.5558423995971680,0
0.9863674163818359,0.5558423995971680,0
0.9629928588867187,0.5668727874755859,0
0.9434503555297851,0.5668727874755859,0
0.9482883453369140,0.5528503417968750,0
0.9623685836791992,0.5528503417968750,0
0.9595121383666991,0.5608560562133789,0
0.9448562622070312,0.5608560562133789,0
0.9569601058959960,0.5556381225585937,0
0.9438085556030273,0.5556381225585937,0
0.9582241058349609,0.5500957489013671,0
0.9821943283081054,0.5500957489013671,0
0.9611949920654297,0.5663366317749023,0
0.9441741943359374,0.5663366317749023,0
0.9510051727294921,0.5563327789306640,0
0.9669427871704102,0.5563327789306640,0
0.9654808044433594,0.5672578811645508,0
0.9519699096679687,0.5672578811645508,0
0.9649995803833007,0.5638423919677734,0
0.9524894714355469,0.5638423919677734,0
0.9672695159912109,0.5588893890380859,0
0.9913639068603515,0.5588893890380859,0
0.9701906204223633,0.5751348495483398,0
0.9529277801513671,0.5751348495483398,0
0.9595144271850585,0.5643854141235352,0
0.9749479293823242,0.5643854141235352,0
0.9729068756103515,0.5743343353271484,0
0.9589462280273438,0.5743343353271484,0
0.9714197158813476,0.5700216293334961,0
0.9585371017456055,0.5700216293334961,0
0.9729257583618164,0.5642463684082031,0
0.9966688156127930,0.5642463684082031,0
0.9753845214843749,0.5799585342407226,0
0.9579219818115234,0.5799585342407226,0
0.9641544342041015,0.5687782287597656,0
0.9795118331909179,0.5687782287597656,0
0.9772235870361328,0.5783174514770507,0
0.9629922866821289,0.5783174514770507,0
0.9750577926635742,0.5734708786010742,0
0.9802940368652343,0.5734708786010742,0
0.9761323928833008,0.5670547485351562,0
0.9997055053710937,0.5670547485351562,0
0.9778604507446289,0.5821660995483399,0
0.9600391387939453,0.5821660995483399,0
0.9662120819091796,0.5702997207641601,0
0.9766754150390624,0.5702997207641601,0
0.9784973144531249,0.5794057846069336,0
0.9641447067260742,0.5794057846069336,0
0.9759206771850586,0.5741111755371093,0
0.9626564025878905,0.5741111755371093,0
1.0000196456909178,0.5673305511474609,0
0.9663185119628905,0.5673305511474609,0
0.9782621383666992,0.5825551986694336,0
0.9606107711791991,0.5825551986694336,0
0.9668008804321289,0.5707265853881835,0
0.9822069168090820,0.5707265853881835,0
0.9794609069824218,0.5800329208374023,0
0.9649583816528320,0.5800329208374023,0
0.9769638061523437,0.5748161315917969,0
0.9638305664062500,0.5748161315917969,0
0.9780767440795898,0.5682106018066406,0
1.0016716003417969,0.5682106018066406,0
0.9797515869140625,0.5837419509887695,0
0.9619766235351562,0.5837419509887695,0
0.9683641433715819,0.5718315124511718,0
0.9838285446166992,0.5718315124511718,0
0.9810533523559570,0.5814640045166015,0
0.9647014617919921,0.5814640045166015,0
0.9784715652465820,0.5763874053955078,0
0.9654035568237305,0.5763874053955078,0
0.9797372817993164,0.5697103500366211,0
1.0034334182739257,0.5697103500366211,0
0.9815563201904296,0.5854997634887695,0
0.9637035369873046,0.5854997634887695,0
0.9702083587646484,0.5736705780029296,0
0.9859153747558593,0.5736705780029296,0
0.9829576492309570,0.5832756042480468,0
0.9682886123657226,0.5832756042480468,0
0.9803255081176757,0.5781932830810547,0
0.9673004150390625,0.5781932830810547,0
0.9815774917602539,0.5713497161865234,0
1.0053016662597656,0.5713497161865234,0
0.9832918167114257,0.5873153686523437,0
0.9654058456420898,0.5873153686523437,0
0.9719821929931640,0.5753374099731445,0
0.9878087997436523,0.5753374099731445,0
0.9847217559814453,0.5849384307861328,0
0.9700075149536133,0.5849384307861328,0
0.9819202423095703,0.5797800064086914,0
0.9688768386840820,0.5797800064086914,0
0.9831178665161132,0.5728357315063476,0
1.0068134307861327,0.5728357315063476,0
0.9845947265624999,0.5886674880981445,0
0.9667516708374023,0.5886674880981445,0
0.9733589172363281,0.5765029907226562,0
0.9889881134033203,0.5765029907226562,0
0.9858083724975586,0.5861206054687500,0
0.9710357666015624,0.5861206054687500,0
0.9827922821044921,0.5807870864868164,0
0.9696516036987304,0.5807870864868164,0
0.9841106414794921,0.5737398147583007,0
1.0077009201049805,0.5737398147583007,0
0.9854255676269531,0.5895812988281249,0
0.9675647735595703,0.5895812988281249,0
0.9741405487060546,0.5772863388061523,0
0.9898967742919922,0.5772863388061523,0
0.9866117477416991,0.5868352890014649,0
0.9719289779663085,0.5868352890014649,0
0.9836099624633788,0.5815876007080077,0
0.9704835891723632,0.5815876007080077,0
0.9848424911499023,0.5742422103881836,0
1.0085649490356445,0.5742422103881836,0
0.9861980438232422,0.5901254653930664,0
0.9684459686279296,0.5901254653930664,0
0.9749885559082031,0.5779907226562500,0
