REDsignal,IRsignal,synced
1574948643.5361866950988770,waiting
0.0047018527984619,waiting
0.0050339698791504,waiting
0.0050320625305176,waiting
0.0049557685852051,waiting
0.0050358772277832,waiting
0.0050029754638672,waiting
0.0049719810485840,waiting
0.0050199031829834,waiting
0.0050487518310547,waiting
0.0049431324005127,waiting
0.0049979686737061,waiting
0.0050258636474609,waiting
0.0049939155578613,waiting
0.0049970149993896,waiting
0.0049479007720947,waiting
0.0050780773162842,waiting
0.0049049854278564,waiting
0.0050029754638672,waiting
0.0050027370452881,waiting
0.0049939155578613,waiting
0.0049948692321777,waiting
0.0050041675567627,waiting
0.0049977302551270,waiting
0.0050041675567627,waiting
0.0049989223480225,waiting
0.0050017833709717,waiting
0.0049920082092285,waiting
0.0050117969512939,waiting
0.0049910545349121,waiting
0.0050039291381836,waiting
0.0049958229064941,waiting
0.0050270557403564,waiting
0.0049729347229004,waiting
0.0049960613250732,waiting
0.0050120353698730,waiting
0.0049946308135986,waiting
0.0049850940704346,waiting
0.0050218105316162,waiting
0.0050051212310791,waiting
0.0049829483032227,waiting
0.0049936771392822,waiting
0.0050141811370850,waiting
0.0049819946289062,waiting
0.0050189495086670,waiting
0.0049898624420166,waiting
0.0050277709960938,waiting
0.0049760341644287,waiting
0.0050060749053955,waiting
0.0049958229064941,waiting
0.0050086975097656,waiting
0.0049910545349121,waiting
0.0050020217895508,waiting
0.0049951076507568,waiting
0.0050046443939209,waiting
0.0049962997436523,waiting
0.0050036907196045,waiting
0.0049970149993896,waiting
0.0050017833709717,waiting
0.0050029754638672,waiting
0.0049910545349121,waiting
0.0049879550933838,waiting
0.0050218105316162,waiting
0.0049889087677002,waiting
0.0050060749053955,waiting
0.0049970149993896,waiting
0.0049889087677002,waiting
0.0049936771392822,waiting
0.0050301551818848,waiting
0.0049769878387451,waiting
0.0050168037414551,waiting
0.0050108432769775,waiting
0.0050172805786133,waiting
0.0049977302551270,waiting
0.0050020217895508,waiting
0.0049979686737061,waiting
0.0050067901611328,waiting
0.0050041675567627,waiting
0.0050139427185059,waiting
0.0050017833709717,waiting
0.0050079822540283,waiting
0.0050468444824219,waiting
0.0049531459808350,waiting
0.0049989223480225,waiting
0.0050008296966553,waiting
0.0050079822540283,waiting
0.0049958229064941,waiting
0.0049240589141846,waiting
0.0050017833709717,waiting
0.0050029754638672,waiting
0.0049989223480225,waiting
0.0049929618835449,waiting
